	cluster9	[VBN,TRIGGERPRI,VBZ]	[6.214195258893825,9.147849034718014,10.476605842138007]
		[NN,TRIGGERPRI,VBD]	[6.203813621646358,9.149387070379934,10.45347779114624]
		[#,TRIGGERPRI,#]	[6.209004440270091,9.148618052548974,10.465041816642124]
		[VBN,TRIGGERPRI,SYM]	[6.214195258893825,9.147849034718014,10.476605842138007]
	cluster10	[VBP,TRIGGERPRI,NN]	[8.451897598794027,10.696410002394654,15.515693800633688]
		[IN,TRIGGERPRI,NN]	[8.431057554392726,10.702522984517278,15.46834849777716]
		[#,TRIGGERPRI,NN]	[8.441477576593376,10.699466493455965,15.492021149205424]
	cluster11	[NN,TRIGGERPRI,VBN]	[5.654751243846268,8.552658013246406,9.234473862959852]
		[NN,TRIGGERPRI,VBP]	[5.654751243846268,8.552658013246406,9.234473862959852]
		[TO,TRIGGERPRI,VBG]	[5.870947341032097,8.555469714154466,9.713447730562994]
		[NNS,TRIGGERPRI,RB]	[5.629585443307169,8.553615673993237,9.178810841540356]
		[NNS,TRIGGERPRI,JJ]	[5.629585443307169,8.553615673993237,9.178810841540356]
		[TO,TRIGGERPRI,VBP]	[5.870947341032097,8.555469714154466,9.713447730562994]
		[#,TRIGGERPRI,#]	[5.718428009395178,8.55391446713137,9.375577478354401]
		[NN,TRIGGERPRI,RB]	[5.654751243846268,8.552658013246406,9.234473862959852]
	cluster12	[NN,TRIGGERPRI,@]	[7.8885020832578645,10.966553309874916,14.238161065187974]
	cluster13	[#,TRIGGERPRI,NN]	[10.099038873162566,13.343984602176471,19.276595136506522]
		[VBD,TRIGGERPRI,NN]	[10.079216034456596,13.338425282457884,19.231131229741003]
		[NN,TRIGGERPRI,NN]	[10.118861711868535,13.349543921895059,19.322059043272045]
	cluster14	[#,TRIGGERPRI,#]	[9.142587579140653,12.069093566432729,17.088582022619896]
		[JJ,TRIGGERPRI,NN]	[9.306473864132299,12.069886747631834,17.462537309529523]
		[VBG,TRIGGERPRI,CC]	[8.978701294149005,12.068300385233623,16.71462673571027]
	cluster15	[NN,TRIGGERPRI,VBZ]	[7.525086585059971,10.57605289376698,13.41692968632269]
	cluster16	[@,TRIGGERPRI,VBD]	[7.435991373080057,10.507668292034866,13.215961090767482]
		[FW,TRIGGERPRI,NNS]	[7.47792669056196,10.500679065491262,13.310534484211502]
		[#,TRIGGERPRI,#]	[7.456959031821008,10.504173678763063,13.263247787489492]
	cluster17	[VBG,TRIGGERPRI,IN]	[5.983221987069515,8.848259261174835,9.962719394710849]
		[#,TRIGGERPRI,#]	[6.136447904370057,8.850857846101498,10.303779120661327]
		[JJ,TRIGGERPRI,JJ]	[6.289673821670597,8.85345643102816,10.644838846611805]
		[VBG,TRIGGERPRI,DT]	[5.983221987069515,8.848259261174835,9.962719394710849]
	cluster18	[@,TRIGGERPRI,CC]	[7.672136735654907,10.761748286285822,13.74894450730619]
	cluster19	[CC,TRIGGERPRI,VBD]	[5.402852718457617,7.036072229481485,8.678209144883924]
