-1	2	0-0,0-0,3-22,6-21	0.11941941463270572
-1	2	3-4,18-25,0-0,0-0	0.11928141430101649
-1	2	3-5,18-15,0-0,0-0	0.1192098047838564
-1	2	0-0,0-0,15-51,3-45	0.14530998956603267
-1	2	3-7,12-8,0-0,0-0	0.12041525227563155
-1	2	0-0,0-0,10-7,3-154	0.11967005249015245
-1	2	0-0,0-0,3-22,6-22	0.11941941463270572
-1	2	3-2,10-5,0-0,0-0	0.1194639460064047
-1	2	0-0,0-0,12-123,3-1	0.18120041602092535
-1	2	0-0,0-0,10-27,3-22	0.12085034412490543
-1	2	0-0,0-0,8-28,3-5	0.14175696299781673
-1	2	5-67,3-4,0-0,0-0	0.12074288010233512
-1	2	0-0,0-0,3-22,10-112	0.12050778979339755
-1	2	3-19,12-81,0-0,0-0	0.11948082161201826
-1	2	0-0,0-0,10-21,3-124	0.1257311983664166
-1	2	3-4,11-69,0-0,0-0	0.11932067982032393
-1	2	3-34,22-37,0-0,0-0	0.12920829309193352
-1	2	0-0,0-0,3-22,6-19	0.11941941463270572
-1	2	4-81,3-13,0-0,0-0	0.13161069620389715
-1	2	0-0,0-0,3-13,10-96	0.1202165902403026
-1	2	0-0,0-0,3-17,10-56	0.1197634586353479
-1	2	9-38,3-2,0-0,0-0	0.13283815598013976
-1	2	0-0,0-0,3-22,6-15	0.11941941463270572
-1	2	0-0,0-0,6-80,3-104	0.22008105881820014
-1	2	0-0,0-0,9-5,3-5	0.12815566144311794
-1	2	0-0,0-0,3-55,7-11	0.12477714171743864
-1	2	0-0,0-0,9-5,3-4	0.14360204729805412
-1	2	13-4,3-4,0-0,0-0	0.13692820043764628
-1	2	3-3,5-34,0-0,0-0	0.11938505478788539
-1	2	0-0,0-0,3-13,10-81	0.11949166617590752
-1	2	0-0,0-0,3-19,10-23	0.11929548332611262
-1	2	0-0,0-0,10-27,3-14	0.12085034412490543
-1	2	0-0,0-0,9-5,3-7	0.1229605668013397
-1	2	0-0,0-0,3-19,10-20	0.11929548332611262
-1	2	0-0,0-0,5-40,3-4	0.13161069620389715
